Trailer_num, Trailer_type,Arrival_time,Deadline, Supply/Demand/Loadtime, P1, P2, P3, P4, P5
OT16, Outbound trailer, NA,482.0, Demand, 10, 0, 7, 0, 14
OT17, Outbound trailer, NA,599.0, Demand, 21, 0, 0, 0, 14
OT18, Outbound trailer, NA,976.0, Demand, 0, 12, 0, 9, 0
OT19, Outbound trailer, NA,618.0, Demand, 0, 25, 19, 20, 0
OT20, Outbound trailer, NA,762.0, Demand, 0, 0, 0, 10, 0
OT21, Outbound trailer, NA,605.0, Demand, 0, 33, 23, 18, 17
OT22, Outbound trailer, NA,1333.0, Demand, 17, 18, 0, 0, 17
OT23, Outbound trailer, NA,1227.0, Demand, 30, 0, 18, 0, 0
OT24, Outbound trailer, NA,499.0, Demand, 16, 44, 0, 0, 13
OT25, Outbound trailer, NA,1034.0, Demand, 0, 0, 7, 0, 17
OT26, Outbound trailer, NA,533.0, Demand, 0, 0, 0, 0, 12
OT27, Outbound trailer, NA,1175.0, Demand, 11, 0, 0, 21, 0
OT28, Outbound trailer, NA,1269.0, Demand, 0, 0, 0, 0, 22
OT29, Outbound trailer, NA,440.0, Demand, 0, 0, 20, 0, 0
OT30, Outbound trailer, NA,1190.0, Demand, 10, 0, 20, 0, 13
OT31, Outbound trailer, NA,831.0, Demand, 0, 0, 10, 0, 0
OT32, Outbound trailer, NA,538.0, Demand, 11, 0, 8, 18, 0
OT33, Outbound trailer, NA,1008.0, Demand, 0, 18, 0, 8, 8
OT34, Outbound trailer, NA,655.0, Demand, 0, 0, 0, 13, 22
OT35, Outbound trailer, NA,899.0, Demand, 0, 0, 28, 16, 22
OT36, Outbound trailer, NA,494.0, Demand, 7, 0, 9, 9, 0
OT37, Outbound trailer, NA,925.0, Demand, 10, 11, 8, 0, 0
OT38, Outbound trailer, NA,666.0, Demand, 23, 0, 0, 0, 0
OT39, Outbound trailer, NA,510.0, Demand, 15, 27, 12, 18, 28
OT40, Outbound trailer, NA,1234.0, Demand, 0, 0, 0, 0, 22
