Trailer_num, Trailer_type,Arrival_time,Deadline, Supply/Demand/Loadtime, P1, P2, P3, P4, P5
OT20, Outbound trailer, NA,900.0, Demand, 0, 0, 12, 6, 0
OT21, Outbound trailer, NA,1059.0, Demand, 0, 0, 0, 7, 0
OT22, Outbound trailer, NA,916.0, Demand, 0, 3, 7, 0, 9
OT23, Outbound trailer, NA,661.0, Demand, 4, 10, 0, 11, 0
OT24, Outbound trailer, NA,996.0, Demand, 5, 0, 10, 0, 0
OT25, Outbound trailer, NA,692.0, Demand, 0, 0, 5, 10, 0
OT26, Outbound trailer, NA,689.0, Demand, 12, 0, 0, 3, 13
OT27, Outbound trailer, NA,1018.0, Demand, 0, 7, 5, 0, 8
OT28, Outbound trailer, NA,1064.0, Demand, 11, 4, 10, 10, 12
OT29, Outbound trailer, NA,1154.0, Demand, 0, 3, 13, 0, 5
OT30, Outbound trailer, NA,437.0, Demand, 4, 4, 12, 0, 11
OT31, Outbound trailer, NA,1044.0, Demand, 20, 0, 3, 0, 0
OT32, Outbound trailer, NA,801.0, Demand, 12, 6, 9, 8, 0
OT33, Outbound trailer, NA,925.0, Demand, 3, 0, 0, 9, 7
OT34, Outbound trailer, NA,1012.0, Demand, 0, 11, 5, 0, 5
OT35, Outbound trailer, NA,833.0, Demand, 0, 26, 0, 9, 3
OT36, Outbound trailer, NA,482.0, Demand, 4, 7, 4, 8, 0
OT37, Outbound trailer, NA,599.0, Demand, 5, 0, 15, 0, 7
OT38, Outbound trailer, NA,976.0, Demand, 11, 0, 0, 0, 7
OT39, Outbound trailer, NA,618.0, Demand, 0, 4, 0, 3, 0
OT40, Outbound trailer, NA,762.0, Demand, 0, 8, 11, 19, 0
OT41, Outbound trailer, NA,605.0, Demand, 0, 0, 0, 4, 0
OT42, Outbound trailer, NA,1333.0, Demand, 0, 11, 13, 7, 9
OT43, Outbound trailer, NA,1227.0, Demand, 9, 6, 0, 0, 9
OT44, Outbound trailer, NA,499.0, Demand, 11, 0, 10, 0, 0
OT45, Outbound trailer, NA,1034.0, Demand, 8, 12, 0, 0, 7
OT46, Outbound trailer, NA,533.0, Demand, 0, 0, 4, 0, 26
OT47, Outbound trailer, NA,1175.0, Demand, 0, 0, 0, 0, 6
OT48, Outbound trailer, NA,1269.0, Demand, 6, 0, 0, 9, 0
